,index,word,frequency
2506,1856,полотно,609
2507,840,заспокоїти,609
2508,1233,лють,609
2509,795,закрити,609
2510,2913,язання,608
2511,1638,олівець,608
2512,646,доказ,608
2513,2080,підготовка,608
2514,2138,реальний,607
2515,1541,нещастя,607
2516,512,грецький,607
2517,1267,майнути,607
2518,80,ближчий,607
2519,2514,сільрада,607
2520,1461,напис,606
2521,1002,зірвати,606
2522,400,відпустити,606
2523,2476,сум,606
2524,77,благородний,606
2525,1595,обійми,606
2526,2988,італія,606
2527,829,заплакати,605
2528,88,блукати,605
2529,1367,мотив,604
2530,1612,одначе,604
2531,1129,крамниця,604
2532,2902,юра,604
2533,1315,микула,604
2534,825,записка,603
2535,1801,повідомляти,603
2536,545,гірко,603
2537,393,відповідальність,603
2538,561,дама,602
2539,1610,однаковий,602
2540,2713,фото,602
2541,1143,критик,601
2542,755,жрець,601
2543,859,заєць,601
2544,1074,колега,601
2545,1815,подарувати,601
2546,2679,урочисто,601
2547,2475,судно,600
2548,785,задоволення,600
2549,2400,спуститися,600
2550,1694,пальто,600
2551,1260,ліхтар,600
2552,2295,ситуація,600
2553,471,гніздо,600
2554,1616,озброєний,600
2555,1332,михайлович,600
2556,19,активний,600
2557,1032,каюта,600
2558,2371,сперечатися,599
2559,2042,простити,599
2560,1994,принаймні,599
2561,766,завгодно,599
2562,769,завести,599
2563,2099,піп,599
2564,402,відро,598
2565,1482,наступ,598
2566,2493,схилитися,598
2567,131,бур,598
2568,2278,середина,598
2569,2739,химерний,597
2570,2192,роса,597
2571,1284,марк,597
2572,902,здалеку,597
2573,348,всміхнутися,596
2574,35,аркуш,596
2575,849,захищати,596
2576,874,звенигора,596
2577,454,геніальний,596
2578,2066,пустеля,595
2579,431,вітя,595
2580,2867,шкура,595
2581,2590,тож,595
2582,2323,словом,594
2583,2651,тісний,594
2584,1978,привіт,594
2585,183,вдруге,594
2586,2459,стрибати,594
2587,160,ваня,594
2588,587,демократія,594
2589,187,велетень,593
2590,1584,обняти,593
2591,366,вуста,593
2592,1548,нитка,593
2593,1186,лагідний,593
2594,818,запас,593
2595,1318,мимо,592
2596,1930,похмуро,592
2597,1412,набрати,592
2598,433,віщун,592
2599,244,вилізти,592
2600,1217,ложка,592
2601,1151,крутитися,592
2602,954,знизати,591
2603,1115,корпус,590
2604,341,вразити,590
2605,1040,керуючий,590
2606,1455,намет,590
2607,2280,сержант,589
2608,1485,натиснути,589
2609,248,винести,589
2610,2938,ярополк,589
2611,2923,яйце,588
2612,714,ділянка,588
2613,2518,сіни,588
2614,2492,схил,587
2615,2183,розпорядження,587
2616,742,жест,587
2617,2169,розвідка,587
2618,430,вітчизна,586
2619,1620,ознака,586
2620,1891,попрямувати,586
2621,207,вечеря,585
2622,2256,світити,585
2623,1389,міна,585
2624,783,задній,585
2625,1693,палуба,585
2626,2474,судити,585
2627,2137,реакція,584
2628,1248,ліпший,584
2629,2891,щит,584
2630,1531,неодмінно,584
2631,338,вражений,584
2632,1857,полтавський,583
2633,2089,підтримати,583
2634,30,антонович,583
2635,2445,стогнати,583
2636,1293,матерія,583
2637,1984,признатися,583
2638,2494,сховати,583
2639,487,голуб,583
2640,84,блискавка,583
2641,112,бракувати,583
2642,2052,прохання,582
2643,790,зайняти,582
2644,1650,орел,582
2645,1759,пишний,582
2646,1533,неприємний,581
2647,2490,сфера,581
2648,180,вдача,580
2649,2875,шостий,580
2650,2374,спеціаліст,579
2651,2661,угору,579
2652,83,блиск,579
2653,2619,трибуна,579
2654,1590,обрати,578
2655,927,злість,578
2656,2341,снитися,578
2657,2781,цивілізація,578
2658,2044,простягнути,578
2659,972,зостатися,578
2660,2025,прожити,578
2661,1716,педро,577
2662,2868,шкільний,577
2663,567,дарма,577
2664,398,відпочинок,577
2665,2918,язка,577
2666,2502,східний,577
2667,759,забирати,577
2668,947,знаходитися,576
2669,28,андрійко,576
2670,664,досвідчений,576
2671,1189,ласкавий,576
2672,533,гудіти,575
2673,1982,придбати,574
2674,2844,чужинець,574
2675,177,вдаватися,574
2676,2230,рішуче,574
2677,1534,нерв,574
2678,675,драматичний,573
2679,2746,хмельницький,573
2680,1465,наприкінці,573
2681,1380,мур,572
2682,2633,труднощі,572
2683,1513,негр,572
2684,2314,скромний,572
2685,2847,чітко,572
2686,2443,стовбур,572
2687,227,видавництво,571
2688,1625,околиця,570
2689,1835,пожежа,570
2690,2803,чекаючи,570
2691,725,економічний,570
2692,2702,фашизм,569
2693,1960,практика,569
2694,317,володя,569
2695,1084,коля,569
2696,981,зрозумілий,569
2697,1287,марно,569
2698,2915,язатися,569
2699,196,верховний,568
2700,1509,неволя,568
2701,2082,підземний,568
2702,2463,стрічка,568
2703,2349,солдатський,568
2704,2809,черниш,568
2705,171,вбивати,568
2706,2675,уперед,567
2707,2624,тривожно,567
2708,1350,молитва,566
2709,1409,набагато,566
2710,2399,спускатися,566
2711,1526,немовби,566
2712,745,жила,565
2713,2312,скоріше,565
2714,2240,самісінький,565
2715,2957,єкт,564
2716,515,гриміти,564
2717,2740,хитрий,564
2718,2071,півгодини,564
2719,2644,тягнутися,564
2720,56,барва,563
2721,135,бухгалтер,563
2722,2705,федорович,563
2723,1692,палити,563
2724,547,гірший,563
2725,2920,язниця,563
2726,1441,називатися,563
2727,455,геній,563
2728,2539,таємний,562
2729,255,випасти,562
2730,797,закінчення,562
2731,2130,ранній,562
2732,1925,потужний,561
2733,656,доповідь,561
2734,2544,твердити,561
2735,399,відпочити,561
2736,1352,молодець,561
2737,130,буйний,561
2738,1232,люто,561
2739,864,збоку,560
2740,1020,капіталістичний,560
2741,2357,сором,560
2742,1598,оглядати,560
2743,1429,надворі,560
2744,167,василівна,560
2745,1227,люд,559
2746,102,борець,559
2747,2191,ромей,559
2748,2004,пристрасть,559
2749,2216,рівно,559
2750,666,дослід,559
2751,2106,пітьма,558
2752,158,вал,558
2753,984,зріст,558
2754,15,айт,558
2755,568,дарувати,558
2756,885,зводити,557
2757,541,густо,557
2758,2022,продукт,557
2759,489,гомін,557
2760,246,вимовити,557
2761,2351,солома,556
2762,2508,сьомий,556
2763,1854,полон,556
2764,1721,перевести,556
2765,2059,прямий,556
2766,595,десятий,556
2767,1838,позбавлений,555
2768,1543,нижче,555
2769,1589,образа,555
2770,168,васько,555
2771,2275,сердитися,555
2772,2016,проводити,555
2773,1546,низько,554
2774,2166,розбити,554
2775,318,володіти,554
2776,2356,сорока,554
2777,2363,соціалізм,554
2778,823,запис,554
2779,298,власник,553
2780,1091,комедія,553
2781,931,зморшка,553
2782,851,заходитися,553
2783,975,зраза,553
2784,1965,предмет,552
2785,2001,природний,552
2786,1487,натура,551
2787,973,зрадник,551
2788,466,глухо,551
2789,2605,тощо,551
2790,1828,подушка,551
2791,1879,помітно,551
2792,1000,зіна,551
2793,577,двигун,551
2794,1420,навіки,551
2795,1414,навкруги,550
2796,2728,характерний,550
2797,314,вокзал,550
2798,2221,різкий,550
2799,1484,наталка,549
2800,1177,кільце,549
2801,1684,очерет,549
2802,550,гітлерівець,549
2803,1657,особисто,548
2804,728,експеримент,548
2805,1059,клятий,548
2806,2149,речовина,548
2807,113,брама,548
2808,1922,потребувати,548
2809,1747,петер,548
2810,1651,оркестр,547
2811,1729,пережити,547
2812,1204,либонь,547
2813,683,дружній,546
2814,1873,помилятися,546
2815,1375,мужній,546
2816,2592,том,546
2817,1940,почувши,546
2818,450,гвинтівка,546
2819,2683,усміхатися,546
2820,2546,творець,546
2821,2331,слідчий,546
2822,1490,нахилитися,546
2823,2241,сан,545
2824,2450,сторож,544
2825,2572,течія,544
2826,1393,міркувати,544
2827,2081,піджак,544
2828,2944,ята,544
2829,2558,телеграма,544
2830,1417,навчання,543
2831,961,знімати,543
2832,2720,філософія,543
2833,2873,шолом,543
2834,212,вздовж,543
2835,1705,паркан,543
2836,1467,напрям,542
2837,1999,припинити,542
2838,392,відомість,542
2839,233,визнавати,542
2840,2956,єдність,542
2841,2581,тло,542
2842,1913,пост,541
2843,2318,скіф,541
2844,542,гігантський,540
2845,424,вірно,540
2846,1427,надавати,540
2847,1697,панський,540
2848,2370,спека,540
2849,1101,константинополь,540
2850,1478,насолода,540
2851,748,жито,539
2852,2874,шосе,539
2853,794,закоханий,538
2854,1081,колодязь,537
2855,2261,світогляд,536
2856,1985,призначити,536
2857,1170,куточок,536
2858,443,галявина,536
2859,677,дрова,536
2860,2784,цк,536
2861,1033,квартал,535
2862,2,абсолютно,535
2863,2249,священний,535
2864,2139,реалізм,535
2865,405,відтоді,535
2866,1173,кілограм,535
2867,1861,полювання,535
2868,532,гуго,534
2869,2853,шахтар,534
2870,2420,старенький,534
2871,1969,прекрасно,534
2872,385,відкривати,534
2873,517,гроза,534
2874,326,ворушитися,533
2875,1401,міськрада,532
2876,2726,хапати,532
2877,2516,сільськогосподарський,532
2878,491,горб,532
2879,2974,іноземний,532
2880,2838,чуб,531
2881,2603,точний,531
2882,645,дозвіл,531
2883,2423,стародавній,531
2884,2157,робот,531
2885,2979,іоанн,531
2886,2700,фантастичний,531
2887,1608,одиниця,531
2888,14,ай,531
2889,1878,помітний,530
2890,939,знайомство,530
2891,2829,чогось,530
2892,2453,стосуватися,530
2893,830,заплатити,530
2894,1305,мерщій,530
2895,1062,кнопка,529
2896,497,горький,529
2897,293,вклонитися,529
2898,2048,противник,529
2899,2577,тихенько,529
2900,2107,піфагор,529
2901,3,автобус,529
2902,1802,повіка,528
2903,1544,нижчий,528
2904,2367,спалити,528
2905,1428,надвечір,528
2906,1205,линути,528
2907,812,замовкнути,527
2908,1682,оцінка,527
2909,1403,місячний,527
2910,218,вибір,527
2911,2171,розгубитися,527
2912,1364,моряк,527
2913,521,грубий,527
2914,329,вояк,526
2915,372,вчинити,526
2916,195,верхній,526
2917,2620,тривалий,526
2918,511,гребля,525
2919,282,виховання,525
2920,426,вість,525
2921,2114,радник,525
2922,809,залізничний,524
2923,2379,список,524
2924,1689,палати,524
2925,292,вказати,524
2926,1499,небагато,523
2927,2601,торік,523
2928,1382,муха,523
2929,346,всередині,523
2930,265,вирішувати,522
2931,628,добитися,522
2932,1742,перспектива,522
2933,1124,коцюбинський,522
2934,564,дані,522
2935,1271,майстерність,521
2936,575,дванадцять,521
2937,1633,олексій,520
2938,1884,поняття,520
2939,456,георгій,520
2940,2153,рим,520
2941,1015,казковий,519
2942,835,запрошувати,519
2943,327,востаннє,519
2944,2389,спортивний,519
2945,2412,стало,519
2946,701,душевний,519
2947,2438,степанида,518
2948,1754,писатися,518
2949,1848,покотитися,518
2950,615,дивізія,518
2951,1733,перекласти,518
2952,201,весло,518
2953,1497,нащадок,517
2954,2861,шибка,517
2955,1317,мило,517
2956,2290,символ,517
2957,724,ей,516
2958,831,заплющити,516
2959,2124,райвиконком,516
2960,526,груша,515
2961,2441,стиснути,515
2962,2521,сірко,515
2963,57,батальйон,515
2964,358,втеча,515
2965,2096,пізній,514
2966,873,звеліти,514
2967,1158,кукурудза,514
2968,922,злодій,513
2969,1433,надійти,513
2970,191,вельми,513
2971,370,вчасно,513
2972,1776,побачення,513
2973,2755,хор,512
2974,933,змій,512
2975,2598,торба,512
2976,2446,стогін,512
2977,502,господиня,511
2978,2172,розгублено,511
2979,2219,рідко,511
2980,1720,перевага,511
2981,565,дар,511
2982,2776,цвіт,511
2983,786,задум,511
2984,516,грицько,510
2985,2188,розібрати,510
2986,2858,швидший,510
2987,1004,зітхати,509
2988,2899,щілина,509
2989,2523,січень,509
2990,716,дірка,509
2991,404,відступати,509
2992,1568,німий,509
2993,1022,кара,509
2994,343,врожай,508
2995,1919,потилиця,508
2996,2343,сніп,508
2997,2376,спинити,508
2998,2176,розкішний,508
2999,1130,краплина,508
